,index,ADR_SECTEUR,ANNEEDEPLANTATION,ANNEEREALISATIONDIAGNOSTIC,ANNEETRAVAUXPRECONISESDIAG,CODE,DIAMETREARBREAUNMETRE,ESPECE,GENRE_BOTA,PLU,SEVERITEDIAGNOSTIC,PRIORITEDERENOUVELLEMENT,ARBREDEVOIRIE,STADEDEDEVELOPPEMENT,STADEDEVELOPPEMENTDIAG,TRAITEMENTCHENILLES,TRAVAUXPRECONISESDIAG,TROTTOIR,VIGUEUR,DEFAUT,Collet,Houppier,Racine,Tronc,latitude,longitude,TETEDECHAT,LIERRE,CEPEE
6716,6770,5,2004,2014,2015,ESP2012,80,acerifolia,Platanus,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,5.73676924593023,45.193608547826855,0,0,0
6717,6771,5,2004,2015,2017,ESP21806,10,campestris,Acer,0,0,2,0,1,1,0,0,0,3,0,0,0,0,0,5.738418746543178,45.189457579602085,0,0,0
6718,6772,3,2004,2014,2015,ESP14380,80,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,1,0,1,0,0,5.722587113558775,45.176282071735066,0,0,0
6719,6773,5,2004,2014,2014,ESP8927,20,bignonoides,Catalpa,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,5.741776315944766,45.198998876623385,0,1,0
6720,6774,5,2004,2013,2015,ESP5534,30,tomentosa,Tilia,0,1,2,1,1,1,0,0,1,1,1,0,0,0,1,5.7253081934132375,45.18504893001565,0,0,0
6721,6775,4,2004,2013,2018,ESP16639,50,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.737196361891835,45.17014026156987,0,0,0
6722,6776,3,2004,2015,2018,ESP10786,20,papyrifera,Broussonetia,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.732289437551276,45.17173850447766,0,0,0
6723,6777,4,2004,2014,2016,ESP19739,10,angustifolia,Fraxinus,0,0,2,1,1,1,0,0,1,3,1,0,0,0,1,5.745215090115659,45.178575089717874,0,0,0
6724,6778,4,2004,2013,2015,ESP4243,40,nigra,Populus,0,0,2,1,1,1,0,0,0,3,1,1,0,1,1,5.743141872709701,45.176620058510885,0,0,0
6725,6779,4,2004,2014,2016,ESP30294,10,serrulata,Prunus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.742369703579771,45.17150839832338,0,0,0
6726,6780,5,2004,2014,2016,ESP18936,20,sylvestris,Pinus,0,1,2,0,1,1,3,0,0,1,0,0,0,0,0,5.7402544197942165,45.192216934743,0,1,0
6727,6781,2,2004,2014,2014,ESP4618,30,campestris,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.729616094498366,45.16186690027507,0,0,0
6728,6782,5,2004,2013,2014,ESP28676,30,acerifolia,Platanus,0,0,3,1,1,1,0,2,1,3,0,0,0,0,0,5.737546320089317,45.18893500625503,0,0,0
6729,6783,2,2004,2015,2018,ESP15081,30,cordata,Tilia,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.728169990224955,45.163623257286524,0,0,0
6730,6784,5,2004,2015,2017,ESP13787,20,campestris,Acer,0,1,3,0,1,1,0,0,0,1,1,0,0,0,1,5.738445358146418,45.18907211149451,0,0,0
6731,6785,4,2004,2013,2018,ESP24154,20,calleryana,Pyrus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.735032379038111,45.1713790040976,0,0,0
6732,6786,4,2004,2013,2015,ESP6479,50,saccharinum,Acer,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,5.745049156191677,45.18043348361841,0,0,0
6733,6787,1,2004,2015,2018,ESP26339,40,tomentosa,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.708400051724482,45.17351597019882,0,0,0
6734,6788,3,2004,2014,2016,ESP7849,20,pseudoplatanus,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.730559983611611,45.177725599915945,0,0,0
6735,6789,4,2004,2014,2017,ESP22734,10,soulangiana,Magnolia,0,0,3,0,1,1,0,2,0,3,1,0,0,0,1,5.743237575901134,45.17933564136043,0,0,0
6736,6790,2,2004,2014,2014,ESP8120,0,campestris,Acer,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.729372143140988,45.16143074271115,0,0,0
6737,6791,4,2004,2015,2017,ESP4933,20,lawsoniana,Chamaecyparis,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.751021732269124,45.172474939251636,0,0,0
6738,6792,2,2004,2013,2016,ESP20375,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.71865946156914,45.160770496737804,0,0,0
6739,6793,5,2004,2014,2014,ESP22491,30,nigra,Populus,0,2,2,0,1,2,0,2,0,0,1,0,1,0,0,5.7286807788742315,45.18434679353387,0,0,0
6740,6794,2,2004,2013,2016,ESP8409,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.717015591245977,45.161327161026726,0,0,0
6741,6795,1,2004,2013,2015,ESP3646,60,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.704927205519959,45.16441183632142,0,0,0
6742,6796,2,2004,2015,2016,ESP22450,30,?,Acer,0,0,3,0,1,1,0,1,0,1,0,0,0,0,0,5.738735944568489,45.161113484792146,0,0,0
6743,6797,4,2004,2015,2017,ESP27093,30,excelsior,Fraxinus,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,5.7405240068914845,45.19095461483764,0,1,0
6744,6798,1,2004,2013,2012,ESP7777,30,platanoides,Acer,0,0,3,0,1,1,0,0,0,3,1,0,1,0,1,5.703023273672997,45.165846255309816,0,0,0
6745,6799,5,2004,2013,2015,ESP11502,20,hippocastanum,Aesculus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.720557842289107,45.18929427391955,0,0,0
6746,6800,0,2004,2014,2014,ESP12936,20,americana,Tilia,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.716418120370936,45.18690563499769,0,0,0
6747,6801,4,2004,2015,2017,ESP9222,50,acerifolia,Platanus,0,2,0,1,1,1,0,3,1,1,1,0,1,0,0,5.7370068356022825,45.166796632898034,1,0,0
6748,6802,3,2009,2015,2017,ESP12525,10,?,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.741122856768608,45.17368626510411,0,0,0
6749,6803,5,2004,2014,2016,ESP23091,60,nigra,Populus,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,5.736989511698887,45.19540240427821,1,0,0
6750,6804,2,2004,2015,2017,ESP9673,20,japonica,Sophora,0,0,3,0,1,0,0,0,0,3,1,0,1,0,0,5.727435086476593,45.164971470337846,0,0,0
6751,6805,5,2004,2013,2015,ESP18202,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.735579501107468,45.186862129778504,0,0,0
6752,6806,2,2004,2014,2014,ESP6631,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,1,0,0,1,0,5.729193816369643,45.1605964321243,0,0,0
6753,6807,5,2004,2014,2016,ESP2748,30,sylvestris,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.7397120259036205,45.192629780928435,0,0,0
6754,6808,1,2004,2013,2015,ESP2099,30,platanoides,Acer,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.7081515396656375,45.16496140741788,0,0,0
6755,6809,4,2011,2014,2014,ESP8188,0,tremula,Populus,0,0,3,0,0,0,0,0,1,3,0,0,0,0,0,5.739354573737243,45.172546598037094,0,0,0
6756,6810,2,2004,2015,2017,ESP14568,20,baccata,Taxus,0,0,3,0,1,1,0,1,1,3,0,0,0,0,0,5.72298245816647,45.16305079679211,0,0,0
6757,6811,2,2004,2014,2015,ESP17691,20,betulus,Carpinus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.733774749973125,45.163664519972855,0,0,0
6758,6812,3,2004,2015,2017,ESP2123,30,sylvestris,Pinus,0,1,2,0,1,1,0,0,0,3,1,0,0,0,1,5.717996875981364,45.176003402985614,0,0,0
6759,6813,5,2004,2013,2015,ESP23116,10,pseudoplatanus,Acer,0,0,2,1,1,1,0,0,1,3,0,0,0,0,0,5.733866707444924,45.18950561476588,0,0,0
6760,6814,4,2004,2013,2015,ESP19464,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.745030319879247,45.17105952253963,0,0,0
6761,6815,1,2004,2015,2016,ESP11649,40,robur,Quercus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.708188707688208,45.173605931796295,0,0,0
6762,6817,4,2004,2014,2017,ESP17875,50,acerifolia,Platanus,1,0,3,0,1,1,0,2,0,3,0,0,0,0,0,5.743694678799322,45.17889328941647,0,0,0
6763,6818,5,2004,2013,2015,ESP3075,30,tomentosa,Tilia,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.723301608597463,45.188018403361845,0,0,0
6764,6819,5,2004,2013,2014,ESP18992,30,tomentosa,Tilia,0,1,2,1,1,1,0,2,0,1,1,0,1,0,0,5.722971814250049,45.188765541710126,0,0,0
6765,6820,2,2004,2014,2014,ESP12108,40,platanoides,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.7307344895737415,45.160852118714544,0,0,0
6766,6821,1,2004,2013,2015,ESP12509,30,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.7135479328094805,45.174988031598026,0,0,0
6767,6822,3,2004,2014,2016,ESP8323,30,frainetto,Quercus,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.732666043794424,45.17823503709523,0,0,0
6768,6823,1,2004,2013,2015,ESP3481,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.702296922449598,45.165826127258484,0,0,0
6769,6824,3,2004,2014,2016,ESP13983,20,platanoides,Acer,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.731832729087812,45.171166937250334,0,0,0
6770,6825,2,2004,2014,2014,ESP8522,40,alba,Populus,0,3,1,1,1,1,0,0,0,3,1,1,1,0,0,5.730698430025465,45.16054357113034,0,0,0
6771,6826,5,2014,2014,2020,ESP33208,10,canadensis,Amélanchier,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.72466152543282,45.18374351122003,0,0,0
6772,6827,4,2004,2014,2019,ESP15624,10,verrucosa,Betula,0,0,3,0,1,1,0,2,0,1,0,0,0,0,0,5.7346044935767315,45.16994257300789,0,0,0
6773,6828,1,2009,2015,2017,ESP21823,0,verrucosa,Betula,0,0,3,1,0,1,0,0,0,3,1,0,1,0,0,5.705986165300668,45.17253698731889,0,0,0
6774,6829,5,2004,2015,2020,ESP26632,20,campestris,Acer,0,0,2,0,1,1,0,2,0,1,0,0,0,0,0,5.737869232308854,45.189249183044886,0,0,0
6775,6830,0,2004,2014,2014,ESP6748,20,pendula,Betula,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.709670638032378,45.186282973344994,0,0,0
6776,6831,1,2004,2014,2014,ESP12507,20,concolor,Abies,0,3,0,0,1,1,0,0,0,0,1,1,1,0,1,5.711006502485487,45.17495730408689,0,0,0
6777,6832,0,2007,2014,2014,ESP5894,0,sempervirens,Cupressus,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.716692887135231,45.187347030094706,0,0,0
6778,6833,3,2004,2014,2019,ESP22389,30,acerifolia,Platanus,0,0,3,0,1,1,0,2,1,3,0,0,0,0,0,5.719773762941017,45.17641737786705,0,0,0
6779,6834,4,2013,2013,2019,ESP31804,10,castaneifolia,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.739855075277402,45.18419695972928,0,0,0
6780,6835,0,2004,2014,2014,ESP2964,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.713600965660715,45.1943986648416,0,0,0
6781,6836,5,2014,2014,2020,ESP32919,10,platanor,Platanus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.719918683215038,45.190237390141135,0,0,0
6782,6837,0,2004,2015,2020,ESP13639,30,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.715910894211312,45.18868240662406,0,0,0
6783,6838,0,2004,2014,2014,ESP25425,60,acerifolia,Platanus,0,0,2,1,1,1,0,1,1,1,0,0,0,0,0,5.714464310212729,45.197656833410555,1,0,0
6784,6839,5,2004,2013,2014,ESP19144,10,pseudoplatanus,Acer,0,2,0,1,1,1,0,3,1,0,1,0,0,0,1,5.733442542219519,45.18934487764292,0,0,0
6785,6840,5,2004,2014,2016,ESP13431,10,cordata,Tilia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.729476687594991,45.185381491167554,0,0,0
6786,6841,1,2004,2013,2017,ESP8939,50,acerifolia,Platanus,0,0,3,1,1,1,0,3,1,3,1,0,1,0,0,5.704795134777927,45.16944069273827,0,0,0
6787,6842,2,2004,2015,2018,ESP15324,10,pseudoacacia,Robinia,0,1,3,0,1,1,0,1,0,3,1,0,0,0,1,5.737267281913326,45.16047972013945,0,0,0
6788,6843,1,2004,2013,2015,ESP15389,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.707561461564714,45.165197205112776,0,0,0
6789,6844,5,2004,2015,2015,ESP2624,40,?,Aesculus,0,4,0,0,2,2,0,3,1,3,1,1,1,1,1,5.724632093120455,45.18851270736609,0,0,0
6790,6845,1,2004,2014,2019,ESP12501,20,nigra,Pinus,0,0,3,0,1,1,3,2,0,3,0,0,0,0,0,5.706585880812673,45.175842665123454,0,0,0
6791,6846,1,2014,2014,2019,ESP31562,10,carpinifolia,Ostrya,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.710370927554973,45.17789628800397,0,0,0
6792,6847,2,2004,2015,2017,ESP20364,40,triacanthos,Gleditsia,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.732642032067333,45.15941287957008,0,0,0
6793,6848,5,2004,2015,2016,ESP14152,20,acerifolia,Platanus,1,0,3,1,1,1,0,1,1,1,1,0,1,0,0,5.717109970239784,45.196853479682396,1,0,0
6794,6849,4,2004,2015,2016,ESP23214,50,japonica,Sophora,0,2,0,0,1,1,0,3,0,1,1,0,1,0,0,5.7418509367349815,45.17196893638111,0,1,0
6795,6850,2,2007,2015,2017,ESP9731,0,persica,Parrotia,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.727389533171032,45.16588170100408,0,0,0
6796,6851,5,2004,2015,2017,ESP18722,60,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.740403886279926,45.19566082975457,0,0,0
6797,6852,5,2004,2015,2017,ESP2763,0,persica,Parrotia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.738321542235792,45.189029998958475,0,0,0
6798,6853,1,2004,2013,2015,ESP19913,50,japonica,Sophora,0,0,3,0,1,1,0,0,0,3,1,0,1,0,0,5.705159975463141,45.16616878812004,0,0,0
6799,6854,2,2004,2014,2015,ESP22920,0,hippocastanum,Aesculus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.725367652989058,45.165580578322924,0,0,0
6800,6855,1,2004,2013,2015,ESP7770,40,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.705115703167563,45.175698408057244,0,0,0
6801,6856,2,2004,2014,2014,ESP1768,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.730130570427704,45.162066496272104,0,0,0
6802,6857,0,2004,2015,2018,ESP30900,0,soulangiana,Magnolia,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.716031981300776,45.19233575892618,0,0,0
6803,6858,1,2004,2013,2012,ESP14867,30,platanoides,Acer,0,1,3,0,1,1,0,0,0,3,1,0,1,0,0,5.703168632437418,45.164536222340615,0,0,0
6804,6859,4,2004,2015,2018,ESP14797,10,platanoides,Acer,0,1,3,0,1,1,0,1,1,1,1,0,1,0,0,5.738333809224968,45.16684285766822,0,0,0
6805,6860,0,2004,2013,2015,ESP2511,10,?,Fraxinus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.711487397043855,45.19413982099708,0,0,0
6806,6861,0,2014,2014,2019,ESP33261,10,cerris,Quercus,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.700564401380265,45.20577310003242,0,0,0
6807,6862,5,2004,2015,2017,ESP18575,40,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.72002357406598,45.194260235547056,0,0,0
6808,6863,1,2004,2013,2015,ESP24645,10,danielli,Tetradium,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.7062243239846095,45.17249079333766,0,0,0
6809,6864,2,2008,2015,2017,ESP4624,10,triacanthos,Gleditsia,0,0,3,1,0,1,0,1,0,3,0,0,0,0,0,5.731873468229118,45.1685960289469,0,0,0
6810,6865,0,2004,2015,2020,ESP16144,10,styraciflua,Liquidambar,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.709311116914334,45.18022907423381,0,0,0
6811,6866,3,2004,2014,2016,ESP25523,10,pseudoplatanus,Acer,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.730428191271113,45.1778794265783,0,0,0
6812,6867,0,2004,2015,2020,ESP16857,20,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.716280980989644,45.18868066529565,0,0,0
6813,6868,4,2004,2015,2020,ESP28896,60,acerifolia,Platanus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.744506714391262,45.18823832444316,0,0,0
6814,6869,4,2004,2013,2016,ESP23549,10,cordata,Alnus,0,2,0,0,1,1,0,3,0,1,1,0,0,0,1,5.7442374069320215,45.17131887529943,0,0,0
6815,6870,5,2004,2015,2017,ESP4839,30,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.741510467481591,45.19455068117992,0,0,1
6816,6871,1,2004,2014,2016,ESP17763,60,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.707428733214197,45.160030486975806,0,0,0
6817,6872,4,2004,2014,2015,ESP17095,50,atlantica,Cedrus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.738104548110625,45.17138302512956,0,0,0
6818,6873,4,2004,2013,2015,ESP2251,30,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.742706941458253,45.16749267827788,0,0,0
6819,6874,5,2004,2014,2014,ESP28231,30,styraciflua,Liquidambar,0,0,3,1,1,1,0,1,1,3,0,0,0,0,0,5.735265421064638,45.196218650130234,0,0,0
6820,6875,1,2004,2013,2015,ESP21076,40,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.706251136423087,45.16555621575454,0,0,0
6821,6876,5,2004,2015,2018,ESP5513,50,acerifolia,Platanus,1,1,3,1,1,1,0,0,1,3,1,0,1,0,0,5.716698646259372,45.19812371046651,0,0,0
6822,6877,4,2004,2013,2016,ESP10851,10,arizonica,Cupressus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.734373709487399,45.16945148826757,0,0,0
6823,6878,2,2004,2014,2014,ESP16726,20,nigra,Pinus,0,0,3,0,1,1,3,0,0,3,0,0,0,0,0,5.730178926976137,45.161669459281356,0,0,0
6824,6879,5,2004,2015,2016,ESP25672,80,acerifolia,Platanus,1,2,0,1,1,2,0,3,0,1,1,0,1,0,1,5.7160889734283025,45.19707820195097,1,0,0
6825,6880,1,2004,2015,2016,ESP3478,0,tulipifera,Liriodendron,0,0,3,1,1,0,0,0,0,3,0,0,0,0,0,5.717104801019409,45.180359048662915,0,0,0
6826,6881,5,2004,2015,2017,ESP11917,50,lawsoniana,Chamaecyparis,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.7441791819427745,45.193536983572805,0,0,1
6827,6882,1,2004,2013,2015,ESP19710,60,acerifolia,Platanus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.705956398090082,45.171858499679516,0,0,0
6828,6883,5,2004,2014,2016,ESP29962,20,cordata,Tilia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.729770475291487,45.18507569703918,0,0,0
6829,6884,1,2004,2015,2018,ESP21127,0,styraciflua,Liquidambar,0,2,0,0,1,0,0,0,1,1,1,0,0,0,1,5.7042536638179655,45.17983320848031,0,0,0
6830,6885,4,2004,2013,2015,ESP31130,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.744754644793463,45.17027135421721,0,0,0
6831,6886,3,2004,2015,2015,ESP14395,60,verrucosa,Betula,0,3,0,0,2,2,0,2,0,0,1,0,1,1,0,5.735332492071518,45.1805163579086,0,0,0
6832,6887,0,2013,2013,2019,ESP32339,10,avium,Prunus,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,5.71289373469219,45.19808683237554,0,0,0
6833,6888,1,2004,2014,2014,ESP13871,20,leylandii,Cupressocyparis,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.7145960208134445,45.169684592180545,0,0,0
6834,6889,2,2004,2015,2017,ESP5619,0,?,Acer,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,5.732023042889471,45.162296405906524,0,0,1
6835,6890,1,2004,2014,2014,ESP9925,40,acerifolia,Platanus,0,2,0,1,1,1,0,1,1,1,1,1,0,0,1,5.709209037033017,45.160705453966145,1,0,0
6836,6891,3,2004,2014,2016,ESP6411,50,acerifolia,Platanus,0,0,3,0,1,1,0,2,0,3,1,0,1,0,0,5.719630116629084,45.176528543996156,0,0,0
6837,6892,4,2004,2013,2016,ESP4861,60,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.738744039014916,45.16948036293901,0,0,0
6838,6893,4,2004,2015,2017,ESP8552,0,?,Carpinus,0,1,3,0,1,1,0,1,0,3,1,0,1,0,0,5.732705608504866,45.16911667956402,0,0,0
6839,6894,3,2004,2015,2017,ESP14344,30,nigra,Juglans,0,0,2,0,1,1,0,0,0,1,1,0,1,0,0,5.735505981211447,45.176877146839594,0,0,0
6840,6895,2,2004,2015,2017,ESP2900,20,alba,Morus,0,1,2,0,1,1,0,0,0,1,1,0,1,0,1,5.723664394161502,45.16218356239165,0,0,0
6841,6896,5,2009,2014,2016,ESP11514,10,platyphyllos,Tilia,0,0,3,0,1,0,0,1,0,3,0,0,0,0,0,5.726274991392103,45.19214630914093,0,0,0
6842,6897,1,2004,2013,2012,ESP12997,40,cordata,Tilia,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.706010424275379,45.163962745566415,0,0,0
6843,6898,4,2004,2015,2017,ESP29696,50,?,Quercus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.741289607880743,45.176822884443084,0,0,0
6844,6899,5,2004,2014,2016,ESP18552,60,nigra,Populus,0,0,2,1,1,1,0,0,1,1,0,0,0,0,0,5.736979243008698,45.19554358009284,1,0,0
6845,6900,0,2014,2014,2019,ESP33372,10,tulipifera,Liriodendron,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,5.702850364669558,45.20352432051217,0,0,0
6846,6901,2,2004,2014,2016,ESP26930,20,danielli,Tetradium,0,0,3,1,1,1,0,0,1,3,0,0,0,0,0,5.730837198054839,45.16766898529289,0,0,0
6847,6902,4,2004,2015,2018,ESP18367,20,colurna,Corylus,0,0,3,0,1,1,0,1,0,3,0,0,0,0,0,5.742626301595927,45.17691981520438,0,0,0
6848,6903,2,2004,2015,2017,ESP4679,50,acerifolia,Platanus,0,1,3,1,1,1,0,1,0,3,1,0,1,0,0,5.739135483565052,45.160810568497546,0,0,0
6849,6904,3,2014,2014,2019,ESP33557,10,freemani,Acer,0,0,3,1,0,0,0,0,1,3,0,0,0,0,0,5.735013365173422,45.17209501942951,0,0,0
6850,6905,1,2004,2015,2018,ESP13938,10,tulipifera,Liriodendron,0,0,3,1,0,0,0,1,0,3,0,0,0,0,0,5.715631996717549,45.18025341198327,0,0,0
6851,6906,2,2004,2014,2014,ESP10558,30,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.729188141474486,45.16073103661854,0,0,0
6852,6907,1,2004,2013,2012,ESP30090,50,tomentosa,Tilia,0,1,3,0,1,1,0,0,0,3,0,0,0,0,0,5.706438348065462,45.16638386305532,0,0,0
6853,6908,0,2004,2015,2017,ESP29851,10,grandiflora,Magnolia,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.713992306305027,45.19072375900455,0,0,0
6854,6909,4,2004,2015,2017,ESP13727,50,acerifolia,Platanus,0,2,0,1,1,1,0,3,1,1,1,0,1,0,1,5.736489600749338,45.16768994855589,1,0,0
6855,6910,4,2004,2013,2015,ESP19996,40,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,0,0,0,0,0,5.739077782170818,45.18813152501111,0,0,0
6856,6911,3,2004,2013,2015,ESP8288,20,serrulata,Prunus,0,2,0,1,1,1,0,0,1,1,1,0,0,0,1,5.736399113994014,45.172481924814804,0,0,0
6857,6912,4,2004,2015,2018,ESP17739,20,?,Acer,0,0,3,0,1,1,0,1,1,1,0,0,0,0,0,5.736112354811383,45.16677109315343,0,0,0
6858,6913,1,2004,2013,2015,ESP23695,20,verrucosa,Betula,0,0,3,0,1,1,0,0,0,3,1,1,1,1,1,5.706164493300363,45.16525738786294,0,0,0
6859,6914,2,2009,2013,2016,ESP9698,20,tomentosa,Tilia,0,0,3,1,1,0,0,1,1,3,0,0,0,0,0,5.728408295298301,45.16554756447338,0,0,0
6860,6915,2,2009,2015,2017,ESP4598,10,utilis,Betula,0,0,3,1,0,1,0,1,1,3,0,0,0,0,0,5.725413008435945,45.166842287457406,0,0,0
6861,6916,4,2004,2015,2016,ESP29396,20,acerifolia,Platanus,0,0,3,1,1,1,0,1,0,3,0,0,0,0,0,5.747800524924747,45.172967424359804,0,0,0
6862,6917,4,2004,2015,2017,ESP20552,30,nigra,Pinus,0,1,3,0,1,1,3,0,1,1,0,0,0,0,0,5.732727871222609,45.16900385246814,0,0,0
6863,6918,5,2004,2014,2016,ESP6915,30,styraciflua,Liquidambar,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.739395581021414,45.199058058504995,0,0,0
6864,6919,4,2004,2013,2016,ESP10441,20,calleryana,Pyrus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.737851361020025,45.17088361363918,0,0,0
6865,6920,0,2005,2015,2018,ESP27051,20,tulipifera,Liriodendron,0,0,3,1,1,0,0,1,0,3,0,0,0,0,0,5.707757641903105,45.180132133506234,0,0,0
6866,6921,1,2004,2013,2015,ESP26499,50,acerifolia,Platanus,0,0,3,1,1,1,0,0,0,3,1,0,0,0,1,5.702444802561223,45.171682198066684,0,0,0
6867,6922,4,2004,2015,2016,ESP19445,10,excelsior,Fraxinus,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,5.739574928677486,45.18908365726572,0,0,0
6868,6923,2,2004,2014,2015,ESP15713,50,alba,Populus,0,0,3,0,1,1,0,0,0,3,0,0,0,0,0,5.737673113472476,45.16070375696173,0,0,0
6869,6924,1,2004,2014,2015,ESP19624,40,platanoides,Acer,0,0,3,0,1,1,0,2,0,3,1,0,1,0,0,5.706217936286458,45.176025146379324,0,0,0
6870,6925,2,2004,2015,2017,ESP27867,30,japonica,Sophora,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,5.731809121549104,45.16566502688364,0,0,0
6871,6926,5,2004,2015,2018,ESP13249,30,grandiflora,Magnolia,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,5.739912393321058,45.19354042151163,0,0,0
